11450.000000 0.004190
11460.000000 0.005720
11470.000000 0.006900
11480.000000 0.008770
11490.000000 0.013180
11500.000000 0.019660
11510.000000 0.023590
11520.000000 0.026760
11530.000000 0.033480
11540.000000 0.044580
11550.000000 0.057930
11560.000000 0.070860
11570.000000 0.092610
11580.000000 0.117990
11600.000000 0.155040
11610.000000 0.200850
11620.000000 0.244170
11630.000000 0.325490
11640.000000 0.378690
11650.000000 0.424930
11660.000000 0.574470
11670.000000 0.611350
11680.000000 0.725620
11690.000000 0.782230
11700.000000 0.795900
11710.000000 0.845840
11720.000000 0.837070
11730.000000 0.817210
11740.000000 0.806880
11750.000000 0.795040
11760.000000 0.788420
11770.000000 0.786310
11780.000000 0.786210
11790.000000 0.786730
11800.000000 0.788720
11810.000000 0.793830
11820.000000 0.799050
11830.000000 0.801400
11840.000000 0.805870
11850.000000 0.813080
11860.000000 0.815930
11870.000000 0.816290
11890.000000 0.817490
11900.000000 0.818000
11910.000000 0.817010
11920.000000 0.816460
11930.000000 0.817360
11940.000000 0.818550
11950.000000 0.819340
11960.000000 0.820500
11970.000000 0.823630
11980.000000 0.830560
11990.000000 0.835650
12000.000000 0.837750
12010.000000 0.848860
12020.000000 0.860610
12030.000000 0.863080
12040.000000 0.866350
12050.000000 0.869450
12060.000000 0.871080
12070.000000 0.872410
12080.000000 0.872640
12090.000000 0.868980
12100.000000 0.862910
12110.000000 0.857580
12120.000000 0.853300
12130.000000 0.848390
12140.000000 0.840820
12150.000000 0.833580
12160.000000 0.828190
12170.000000 0.823320
12190.000000 0.819720
12200.000000 0.818430
12210.000000 0.818000
12220.000000 0.817350
12230.000000 0.817650
12240.000000 0.819410
12250.000000 0.821720
12260.000000 0.824470
12270.000000 0.828800
12280.000000 0.833850
12290.000000 0.837630
12300.000000 0.841950
12310.000000 0.847570
12320.000000 0.852060
12330.000000 0.854670
12340.000000 0.856240
12350.000000 0.856960
12360.000000 0.856900
12370.000000 0.857180
12380.000000 0.858400
12390.000000 0.858880
12400.000000 0.857520
12410.000000 0.856230
12420.000000 0.856270
12430.000000 0.856760
12440.000000 0.856900
12450.000000 0.856320
12460.000000 0.855720
12480.000000 0.856940
12490.000000 0.859160
12500.000000 0.860140
12510.000000 0.861530
12520.000000 0.866030
12530.000000 0.870750
12540.000000 0.872960
12550.000000 0.876020
12560.000000 0.881240
12570.000000 0.886400
12580.000000 0.891200
12590.000000 0.895760
12600.000000 0.898940
12610.000000 0.900590
12620.000000 0.901650
12630.000000 0.904230
12640.000000 0.910240
12650.000000 0.915640
12660.000000 0.917800
12670.000000 0.919490
12680.000000 0.921800
12690.000000 0.924220
12700.000000 0.926120
12710.000000 0.926880
12720.000000 0.926550
12730.000000 0.925590
12740.000000 0.924910
12750.000000 0.925180
12760.000000 0.924890
12780.000000 0.922590
12790.000000 0.918810
12800.000000 0.914470
12810.000000 0.910480
12820.000000 0.907600
12830.000000 0.905740
12840.000000 0.903090
12850.000000 0.897960
12860.000000 0.892450
12870.000000 0.888000
12880.000000 0.884520
12890.000000 0.881880
12900.000000 0.879820
12910.000000 0.877810
12920.000000 0.875530
12930.000000 0.873140
12940.000000 0.871190
12950.000000 0.870550
12960.000000 0.870280
12970.000000 0.868300
12980.000000 0.865890
12990.000000 0.865180
13000.000000 0.863900
13010.000000 0.859890
13020.000000 0.855500
13030.000000 0.852060
13040.000000 0.847410
13050.000000 0.842120
13060.000000 0.838650
13080.000000 0.836620
13090.000000 0.834740
13100.000000 0.833050
13110.000000 0.832440
13120.000000 0.834760
13130.000000 0.840400
13140.000000 0.847320
13150.000000 0.855820
13160.000000 0.866920
13170.000000 0.879210
13180.000000 0.886450
13190.000000 0.886910
13200.000000 0.880480
13210.000000 0.862140
13220.000000 0.838250
13230.000000 0.780880
13240.000000 0.665360
13250.000000 0.590730
13260.000000 0.474960
13270.000000 0.394660
13280.000000 0.322020
13290.000000 0.275610
13300.000000 0.158290
13310.000000 0.108680
13320.000000 0.127130
13330.000000 0.089960
13340.000000 0.082460
13350.000000 0.059390
13370.000000 0.046720
13380.000000 0.043230
13390.000000 0.032400
13400.000000 0.028520
13410.000000 0.021610
13420.000000 0.015860
13430.000000 0.014360
13440.000000 0.012640
13450.000000 0.009820
13460.000000 0.007970
13470.000000 0.007190
13480.000000 0.006820
13490.000000 0.005610
