14500.000000 0.004394
14510.000000 0.004910
14520.000000 0.005433
14530.000000 0.006161
14540.000000 0.007300
14550.000000 0.009067
14560.000000 0.011720
14570.000000 0.015364
14580.000000 0.019430
14590.000000 0.023331
14600.000000 0.027059
14610.000000 0.030750
14620.000000 0.034690
14630.000000 0.039761
14640.000000 0.046990
14650.000000 0.057116
14660.000000 0.069700
14670.000000 0.083823
14680.000000 0.097780
14690.000000 0.110140
14700.000000 0.121343
14710.000000 0.132290
14720.000000 0.144024
14730.000000 0.158123
14740.000000 0.176300
14750.000000 0.199843
14760.000000 0.228300
14770.000000 0.260252
14780.000000 0.292080
14790.000000 0.320253
14800.000000 0.343804
14810.000000 0.362392
14820.000000 0.376902
14830.000000 0.393114
14840.000000 0.418020
14850.000000 0.456239
14860.000000 0.502836
14870.000000 0.550551
14880.000000 0.592400
14890.000000 0.623351
14900.000000 0.646034
14910.000000 0.664980
14920.000000 0.684199
14930.000000 0.705623
14940.000000 0.730650
14950.000000 0.759752
14960.000000 0.789630
14970.000000 0.816087
14980.000000 0.835100
14990.000000 0.844127
15000.000000 0.846450
15010.000000 0.846800
15020.000000 0.848888
15030.000000 0.852335
15040.000000 0.855740
15050.000000 0.857929
15060.000000 0.858630
15070.000000 0.857948
15080.000000 0.856580
15090.000000 0.855225
15100.000000 0.853992
15110.000000 0.852840
15120.000000 0.851753
15130.000000 0.850809
15140.000000 0.850110
15150.000000 0.849844
15160.000000 0.850540
15170.000000 0.852543
15180.000000 0.855110
15190.000000 0.857510
15200.000000 0.860137
15210.000000 0.863670
15220.000000 0.868379
15230.000000 0.872920
15240.000000 0.875984
15250.000000 0.878033
15260.000000 0.879970
15270.000000 0.882395
15280.000000 0.884690
15290.000000 0.886141
15300.000000 0.886875
15310.000000 0.887230
15320.000000 0.887474
15330.000000 0.887600
15340.000000 0.887503
15350.000000 0.886978
15360.000000 0.885790
15370.000000 0.883866
15380.000000 0.881770
15390.000000 0.880020
15400.000000 0.878325
15410.000000 0.876190
15420.000000 0.873373
15430.000000 0.870630
15440.000000 0.868722
15450.000000 0.867424
15460.000000 0.866260
15470.000000 0.864916
15480.000000 0.863710
15490.000000 0.863030
15500.000000 0.862913
15510.000000 0.863310
15520.000000 0.864125
15530.000000 0.865080
15540.000000 0.865968
15550.000000 0.867051
15560.000000 0.868710
15570.000000 0.871109
15580.000000 0.873550
15590.000000 0.875387
15600.000000 0.877050
15610.000000 0.879240
15620.000000 0.882361
15630.000000 0.885640
